Ticker,Prix,High52W,Low52W,Median52W,ZoneHigh,ZoneLow,PctRange,DistMedian_%,MM30_Daily,Dist_MM30_%,MM30DailySlope_%,Vol14j_%,ATR14j_$,MM30W_3W_Haussier,Phase2_Daily,Breakout,In_Zone,Strat1_Zone,Strat2_Pullback,Strat3_Precoce,Setup,Prix_Alert_Pullback_m3,Prix_Alert_Pullback_p3,PRU_$,Qte_Total,Qte_par_Tier,T1_Prix_$,T1_Gain_$,T2_Prix_$,T2_Gain_$,Signal_Secu_$,SL_Secu_$,T3_Trailing_$,SL_Initial_$,Perte_Max_$,Gain_Secu_$,RR_Ratio
NICE,100.32,153.68,83.1,118.39,133.19,103.59,24.4,-15.3,99.23,1.1,1.33,11.86,4.05,NON,OUI,NON,NON,NON,NON,NON,🔴 Rejet,96.25,102.2,,,,,,,,,,,,,,
NIO,4.36,8.02,4.35,6.19,6.96,5.41,0.3,-29.5,4.7,-7.2,-2.53,9.37,0.14,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,4.56,4.84,,,,,,,,,,,,,,
NKE,40.99,78.03,38.86,58.44,65.75,51.14,5.5,-29.9,41.87,-2.1,-1.88,7.65,1.07,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,40.61,43.13,,,,,,,,,,,,,,
NLY,23.28,23.91,18.04,20.97,23.6,18.35,89.4,11.0,22.99,1.3,1.08,3.56,0.34,OUI,OUI,NON,OUI,OUI,NON,NON,🟢 STRAT1: Zone mediane,22.3,23.68,23.28,32.2165,10.7388,34.92,125.0,47.72,262.5,27.94,25.14,21.88,21.88,45.0,387.5,8.61
NN,15.91,24.42,10.87,17.64,19.85,15.44,37.2,-9.8,15.32,3.9,3.28,25.23,1.63,OUI,OUI,NON,OUI,OUI,NON,NON,🟢 STRAT1: Zone mediane,14.86,15.78,15.91,47.1402,15.7134,23.86,125.0,32.62,262.5,19.09,17.18,14.96,14.96,45.0,387.5,8.61
NNE,18.14,60.87,14.71,37.79,42.51,33.07,7.4,-52.0,17.72,2.4,-1.24,17.36,1.2,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,17.19,18.25,,,,,,,,,,,,,,
NNI,128.09,144.02,116.33,130.17,146.44,113.9,42.5,-1.6,131.59,-2.7,-1.67,5.03,3.64,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,127.64,135.54,,,,,,,,,,,,,,
NNN,46.25,49.36,37.33,43.34,48.76,37.92,74.2,6.7,47.16,-1.9,-0.28,3.43,0.74,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,45.75,48.58,,,,,,,,,,,,,,
NOC,548.11,770.61,479.02,624.81,702.92,546.71,23.7,-12.3,551.13,-0.5,2.41,7.02,12.76,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,534.6,567.67,,,,,,,,,,,,,,
NOK,9.97,17.45,4.23,10.84,12.2,9.49,43.4,-8.1,9.92,0.5,-6.86,12.86,0.48,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,9.62,10.22,,,,,,,,,,,,,,
NOMD,12.16,14.98,8.86,11.92,13.41,10.43,54.0,2.1,11.7,4.0,1.48,10.34,0.47,OUI,OUI,NON,OUI,OUI,NON,NON,🟢 STRAT1: Zone mediane,11.35,12.05,12.16,61.6776,20.5592,18.24,125.0,24.93,262.5,14.59,13.13,11.43,11.43,45.0,387.5,8.61
NOV,19.7,21.67,12.07,16.87,18.98,14.76,79.5,16.8,20.11,-2.0,3.97,9.41,0.64,OUI,NON,OUI,NON,NON,NON,NON,🔴 Rejet,19.51,20.71,,,,,,,,,,,,,,
NOVT,139.97,176.38,98.27,137.33,154.49,120.16,53.4,1.9,151.29,-7.5,0.14,13.71,7.93,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,146.75,155.82,,,,,,,,,,,,,,
NOW,128.69,194.73,81.24,137.98,155.23,120.74,41.8,-6.7,114.58,12.3,5.83,11.78,5.67,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,111.14,118.01,,,,,,,,,,,,,,
NRDS,10.06,16.24,7.33,11.78,13.26,10.31,30.6,-14.7,9.47,6.2,1.57,14.61,0.41,NON,OUI,NON,NON,NON,NON,NON,🔴 Rejet,9.18,9.75,,,,,,,,,,,,,,
NRG,111.75,188.71,111.31,150.01,168.76,131.26,0.6,-25.5,126.39,-11.6,-5.47,11.65,5.11,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,122.6,130.18,,,,,,,,,,,,,,
NSC,351.7,357.19,263.58,310.39,349.18,271.59,94.1,13.3,338.03,4.0,2.16,3.99,6.25,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,327.89,348.17,,,,,,,,,,,,,,
NSIT,145.27,157.35,63.62,110.49,124.3,96.67,87.1,31.5,134.75,7.8,8.9,9.66,6.49,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,130.71,138.79,,,,,,,,,,,,,,
NSP,52.42,55.9,18.24,37.07,41.7,32.44,90.7,41.4,51.15,2.5,5.05,10.75,2.42,OUI,OUI,OUI,NON,NON,OUI,NON,🟢 STRAT2: Pullback MM30,49.62,52.69,52.42,14.3075,4.7692,78.63,125.0,107.46,262.5,62.9,56.61,49.27,49.27,45.0,387.5,8.61
NTAP,188.01,209.06,92.93,151.0,169.87,132.12,81.9,24.5,182.83,2.8,7.3,8.96,7.5,OUI,OUI,OUI,NON,NON,OUI,OUI,🟢 STRAT2: Pullback MM30,177.34,188.31,188.01,3.9891,1.3297,282.02,125.0,385.42,262.5,225.61,203.05,176.73,176.73,45.0,387.5,8.61
NTES,123.25,156.41,105.44,130.92,147.29,114.56,34.9,-5.9,127.47,-3.3,-1.43,12.32,4.18,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,123.64,131.29,,,,,,,,,,,,,,
NTLA,12.47,28.25,7.95,18.1,20.36,15.84,22.3,-31.1,11.66,6.9,-10.38,19.09,0.69,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,11.31,12.01,,,,,,,,,,,,,,
NTNX,67.4,82.42,34.01,58.21,65.49,50.94,69.0,15.8,60.59,11.2,7.81,8.11,2.15,OUI,OUI,OUI,NON,NON,NON,OUI,🟢 STRAT3: Phase 2 precoce,58.77,62.41,67.4,11.1276,3.7092,101.1,125.0,138.17,262.5,80.88,72.79,63.36,63.36,45.0,387.5,8.61
NTR,73.76,83.98,52.18,68.08,76.59,59.57,67.9,8.3,68.5,7.7,2.7,7.27,1.92,OUI,OUI,NON,OUI,OUI,NON,OUI,🟢 STRAT1: Zone mediane,66.45,70.56,73.76,10.1681,3.3894,110.64,125.0,151.21,262.5,88.51,79.66,69.33,69.33,45.0,387.5,8.61
NTRA,326.92,333.56,157.43,245.49,276.18,214.81,96.2,33.2,287.45,13.7,5.13,22.68,14.16,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,278.83,296.08,,,,,,,,,,,,,,
NTRS,187.24,195.78,119.17,157.47,177.16,137.79,88.8,18.9,185.01,1.2,1.62,4.73,3.85,OUI,OUI,OUI,NON,NON,OUI,NON,🟢 STRAT2: Pullback MM30,179.46,190.56,187.24,4.0056,1.3352,280.86,125.0,383.84,262.5,224.69,202.22,176.01,176.01,45.0,387.5,8.61
NU,14.74,18.98,11.2,15.09,16.98,13.2,45.6,-2.3,14.24,3.6,1.9,12.44,0.68,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,13.81,14.67,,,,,,,,,,,,,,
NUE,244.12,280.11,130.11,205.11,230.75,179.47,76.0,19.0,254.79,-4.2,4.76,7.61,9.34,OUI,NON,OUI,NON,NON,NON,NON,🔴 Rejet,247.15,262.44,,,,,,,,,,,,,,
NVAX,8.81,11.97,6.2,9.09,10.22,7.95,45.1,-3.1,7.96,10.6,-4.3,13.86,0.42,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,7.72,8.2,,,,,,,,,,,,,,
NVCR,16.8,21.45,9.82,15.64,17.59,13.68,60.0,7.4,16.63,1.0,1.74,12.16,0.76,OUI,OUI,NON,OUI,OUI,NON,OUI,🟢 STRAT1: Zone mediane,16.13,17.13,16.8,44.6429,14.881,25.2,125.0,34.44,262.5,20.16,18.14,15.79,15.79,45.0,387.5,8.61
NVDA,209.43,236.26,163.85,200.06,225.07,175.05,62.9,4.7,211.52,-1.0,3.15,7.2,5.79,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,205.18,217.87,,,,,,,,,,,,,,
NVG,12.22,13.01,10.75,11.88,13.37,10.4,64.7,2.8,12.38,-1.3,-0.83,2.07,0.11,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,12.0,12.75,,,,,,,,,,,,,,
NVMI,362.38,615.99,232.73,424.36,477.4,371.31,33.8,-14.6,412.41,-12.1,-6.44,11.72,19.19,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,400.03,424.78,,,,,,,,,,,,,,
NVO,46.9,61.11,34.15,47.63,53.58,41.67,47.3,-1.5,47.39,-1.0,-1.66,5.98,1.16,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,45.97,48.81,,,,,,,,,,,,,,
NVR,6404.52,8618.28,5501.01,7059.65,7942.1,6177.19,29.0,-9.3,6353.98,0.8,-1.45,5.88,154.61,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,6163.36,6544.6,,,,,,,,,,,,,,
NVS,158.08,165.43,117.98,141.7,159.41,123.99,84.5,11.6,154.76,2.1,-0.18,5.98,2.83,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,150.12,159.41,,,,,,,,,,,,,,
NVT,155.31,184.4,86.58,135.49,152.42,118.55,70.3,14.6,158.33,-1.9,1.18,10.98,7.43,OUI,NON,OUI,NON,NON,NON,NON,🔴 Rejet,153.58,163.08,,,,,,,,,,,,,,
NVTS,12.44,34.17,5.44,19.8,22.28,17.33,24.4,-37.2,12.44,-0.0,-3.9,19.45,1.01,OUI,NON,NON,NON,NON,NON,NON,🔴 Rejet,12.07,12.81,,,,,,,,,,,,,,
NWE,69.83,73.78,53.39,63.58,71.53,55.63,80.6,9.8,70.58,-1.1,-0.18,4.51,1.48,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,68.46,72.69,,,,,,,,,,,,,,
NWG,18.76,19.21,12.78,16.0,18.0,14.0,93.1,17.3,18.29,2.6,2.36,3.78,0.25,OUI,OUI,OUI,NON,NON,OUI,NON,🟢 STRAT2: Pullback MM30,17.74,18.84,18.76,39.9787,13.3262,28.14,125.0,38.46,262.5,22.51,20.26,17.63,17.63,45.0,387.5,8.61
NWL,6.05,7.13,2.91,5.02,5.65,4.39,74.5,20.7,5.68,6.6,3.18,11.41,0.26,OUI,OUI,OUI,NON,NON,NON,OUI,🟢 STRAT3: Phase 2 precoce,5.51,5.85,6.05,123.9669,41.3223,9.07,125.0,12.4,262.5,7.26,6.53,5.69,5.69,45.0,387.5,8.61
NWSA,30.78,31.48,22.11,26.79,30.14,23.44,92.6,14.9,28.5,8.0,3.43,6.26,0.75,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,27.64,29.35,,,,,,,,,,,,,,
NXE,10.9,13.96,6.67,10.32,11.6,9.03,58.1,5.7,9.79,11.4,3.95,10.75,0.51,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,9.5,10.09,,,,,,,,,,,,,,
NXPI,222.07,338.8,180.63,259.72,292.18,227.25,26.2,-14.5,246.67,-10.0,-6.52,6.46,6.95,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,239.27,254.07,,,,,,,,,,,,,,
NXST,186.65,249.09,152.95,201.02,226.14,175.89,35.1,-7.1,185.8,0.5,1.8,7.76,7.31,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,180.23,191.37,,,,,,,,,,,,,,
NXT,84.01,163.13,64.3,113.72,127.93,99.5,19.9,-26.1,98.87,-15.0,-5.16,11.76,4.56,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,95.91,101.84,,,,,,,,,,,,,,
NYT,66.99,86.83,53.64,70.24,79.02,61.46,40.2,-4.6,70.07,-4.4,-3.6,14.35,2.27,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,67.97,72.17,,,,,,,,,,,,,,
ODFL,201.31,252.03,125.43,188.73,212.32,165.14,59.9,6.7,218.7,-8.0,-1.83,6.1,6.31,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,212.14,225.26,,,,,,,,,,,,,,
OGE,45.93,50.59,40.98,45.79,51.51,40.06,51.5,0.3,47.74,-3.8,-1.26,3.77,0.86,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,46.31,49.17,,,,,,,,,,,,,,
OGN,13.74,13.76,5.67,9.72,10.93,8.5,99.8,41.4,13.58,1.2,0.5,0.73,0.04,OUI,OUI,OUI,NON,NON,OUI,NON,🟢 STRAT2: Pullback MM30,13.17,13.99,13.74,54.5852,18.1951,20.61,125.0,28.17,262.5,16.49,14.84,12.92,12.92,45.0,387.5,8.61
OHI,46.59,51.69,37.02,44.35,49.89,38.81,65.3,5.0,48.35,-3.6,-1.13,4.83,0.82,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,46.9,49.8,,,,,,,,,,,,,,
OKE,93.41,97.9,61.67,79.79,89.76,69.81,87.6,17.1,91.17,2.5,2.31,6.5,2.31,OUI,OUI,OUI,NON,NON,OUI,NON,🟢 STRAT2: Pullback MM30,88.44,93.91,93.41,8.0291,2.6764,140.12,125.0,191.49,262.5,112.09,100.88,87.81,87.81,45.0,387.5,8.61
OKLO,40.08,193.84,36.61,115.22,129.63,100.82,2.2,-65.2,42.83,-6.4,-4.88,21.86,3.04,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,41.55,44.11,,,,,,,,,,,,,,
OKTA,130.57,157.0,62.66,109.83,123.56,96.1,72.0,18.9,143.47,-9.0,0.18,11.06,6.7,OUI,NON,OUI,NON,NON,NON,NON,🔴 Rejet,139.17,147.78,,,,,,,,,,,,,,
OLED,84.63,151.18,76.42,113.8,128.02,99.57,11.0,-25.6,84.27,0.4,2.72,8.73,2.88,NON,OUI,NON,NON,NON,NON,NON,🔴 Rejet,81.74,86.8,,,,,,,,,,,,,,
OLLI,76.19,140.17,60.29,100.23,112.76,87.7,19.9,-24.0,72.92,4.5,3.63,10.31,2.96,NON,OUI,NON,NON,NON,NON,NON,🔴 Rejet,70.73,75.1,,,,,,,,,,,,,,
OLN,17.66,30.25,17.56,23.9,26.89,20.91,0.8,-26.1,20.31,-13.1,-2.7,6.36,0.65,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,19.7,20.92,,,,,,,,,,,,,,
OMAB,102.46,131.18,90.82,111.0,124.87,97.12,28.8,-7.7,106.09,-3.4,-1.81,5.39,2.71,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,102.91,109.27,,,,,,,,,,,,,,
ON,72.16,134.92,44.56,89.74,100.96,78.52,30.5,-19.6,83.1,-13.2,-5.45,10.42,3.47,OUI,NON,NON,NON,NON,NON,NON,🔴 Rejet,80.6,85.59,,,,,,,,,,,,,,
ONB,25.83,27.36,19.03,23.2,26.1,20.3,81.6,11.3,26.58,-2.8,0.51,3.76,0.42,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,25.78,27.38,,,,,,,,,,,,,,
ONC,371.54,385.22,253.95,319.58,359.53,279.64,89.6,16.3,337.26,10.2,6.94,8.57,10.53,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,327.14,347.37,,,,,,,,,,,,,,
ONDS,8.24,15.28,3.8,9.54,10.73,8.35,38.7,-13.6,8.23,0.2,5.92,15.51,0.6,NON,OUI,NON,NON,NON,NON,NON,🔴 Rejet,7.98,8.47,,,,,,,,,,,,,,
ONON,29.32,51.08,29.29,40.19,45.21,35.16,0.1,-27.0,35.17,-16.6,-5.19,21.68,1.7,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,34.11,36.22,,,,,,,,,,,,,,
ONTO,284.32,386.46,101.0,243.73,274.2,213.26,64.2,16.7,290.78,-2.2,-0.43,24.9,23.94,OUI,NON,OUI,NON,NON,NON,NON,🔴 Rejet,282.06,299.51,,,,,,,,,,,,,,
OPCH,23.76,36.8,18.01,27.4,30.83,23.98,30.6,-13.3,22.94,3.6,3.37,4.84,0.62,NON,OUI,NON,NON,NON,NON,NON,🔴 Rejet,22.26,23.63,,,,,,,,,,,,,,
OPLN,33.85,42.9,24.32,33.61,37.81,29.41,51.3,0.7,37.91,-10.7,-4.89,8.06,1.44,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,36.78,39.05,,,,,,,,,,,,,,
OR,37.7,47.89,27.54,37.71,42.43,33.0,49.9,-0.0,31.45,19.9,4.3,11.07,1.27,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,30.51,32.4,,,,,,,,,,,,,,
ORA,105.29,146.23,88.71,117.47,132.15,102.78,28.8,-10.4,105.46,-0.2,0.26,12.24,3.94,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,102.3,108.62,,,,,,,,,,,,,,
ORCL,143.18,341.82,114.5,228.16,256.68,199.64,12.6,-37.2,135.98,5.3,1.37,10.6,6.31,NON,OUI,NON,NON,NON,NON,NON,🔴 Rejet,131.9,140.06,,,,,,,,,,,,,,
ORI,41.94,44.65,35.43,40.04,45.04,35.03,70.7,4.8,42.51,-1.3,0.6,2.45,0.7,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,41.23,43.78,,,,,,,,,,,,,,
ORLY,90.06,108.72,82.59,95.65,107.61,83.7,28.6,-5.8,89.51,0.6,1.09,4.18,2.06,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,86.82,92.19,,,,,,,,,,,,,,
OSCR,31.74,33.55,10.69,22.12,24.88,19.35,92.1,43.5,30.14,5.3,0.31,17.72,1.96,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,29.24,31.05,,,,,,,,,,,,,,
OSK,156.35,178.55,115.83,147.19,165.58,128.79,64.6,6.2,150.19,4.1,1.88,6.76,4.73,OUI,OUI,NON,OUI,OUI,NON,OUI,🟢 STRAT1: Zone mediane,145.68,154.7,156.35,4.7969,1.599,234.52,125.0,320.52,262.5,187.62,168.86,146.97,146.97,45.0,387.5,8.61
OTIS,71.72,93.43,68.74,81.09,91.22,70.95,12.1,-11.6,72.19,-0.6,-0.1,4.71,1.39,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,70.02,74.35,,,,,,,,,,,,,,
OUST,36.02,63.79,16.4,40.1,45.11,35.08,41.4,-10.2,40.27,-10.6,-5.17,19.93,4.13,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,39.07,41.48,,,,,,,,,,,,,,
OUT,30.12,34.63,16.42,25.52,28.71,22.33,75.3,18.0,31.43,-4.2,-3.15,5.76,0.84,OUI,NON,OUI,NON,NON,NON,NON,🔴 Rejet,30.48,32.37,,,,,,,,,,,,,,
OWL,11.7,17.87,7.62,12.74,14.34,11.15,39.8,-8.2,10.62,10.1,10.18,11.94,0.44,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,10.3,10.94,,,,,,,,,,,,,,
OXM,36.45,48.74,29.11,38.92,43.79,34.06,37.4,-6.3,37.92,-3.9,0.82,8.41,1.37,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,36.78,39.06,,,,,,,,,,,,,,
OXY,60.03,67.14,38.44,52.79,59.39,46.19,75.2,13.7,56.98,5.4,5.35,7.97,1.57,OUI,OUI,OUI,NON,NON,NON,OUI,🟢 STRAT3: Phase 2 precoce,55.27,58.68,60.03,12.4938,4.1646,90.04,125.0,123.06,262.5,72.04,64.83,56.43,56.43,45.0,387.5,8.61
PAA,25.06,25.09,14.49,19.79,22.27,17.32,99.6,26.6,23.84,5.1,2.47,6.04,0.49,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,23.12,24.55,,,,,,,,,,,,,,
PAAS,53.36,69.58,31.41,50.5,56.81,44.18,57.5,5.7,46.61,14.5,4.48,16.77,2.37,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,45.21,48.01,,,,,,,,,,,,,,
PAC,204.45,300.41,203.24,251.83,283.3,220.35,1.2,-18.8,215.88,-5.3,-5.23,6.57,5.54,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,209.4,222.36,,,,,,,,,,,,,,
PAG,218.72,225.51,138.0,181.75,204.47,159.03,92.2,20.3,212.77,2.8,5.62,2.82,2.72,OUI,OUI,OUI,NON,NON,OUI,NON,🟢 STRAT2: Pullback MM30,206.39,219.15,218.72,3.429,1.143,328.08,125.0,448.38,262.5,262.46,236.22,205.6,205.6,45.0,387.5,8.61
PAGS,8.73,12.03,8.22,10.13,11.39,8.86,13.5,-13.7,9.15,-4.6,-1.36,5.92,0.3,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,8.88,9.43,,,,,,,,,,,,,,
PAM,80.86,94.5,54.95,74.73,84.07,65.38,65.5,8.2,83.28,-2.9,-0.96,4.63,2.47,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,80.78,85.78,,,,,,,,,,,,,,
PANW,350.73,398.88,139.57,269.23,302.88,235.57,81.4,30.3,353.55,-0.8,3.27,9.77,14.62,OUI,NON,OUI,NON,NON,NON,NON,🔴 Rejet,342.94,364.16,,,,,,,,,,,,,,
PATH,16.63,19.84,9.2,14.52,16.33,12.7,69.8,14.5,13.7,21.3,12.27,14.11,0.85,OUI,OUI,OUI,NON,NON,NON,OUI,🟢 STRAT3: Phase 2 precoce,13.29,14.11,16.63,45.0992,15.0331,24.94,125.0,34.09,262.5,19.96,17.96,15.63,15.63,45.0,387.5,8.61
PAY,40.03,45.31,20.11,32.71,36.8,28.62,79.0,22.4,35.76,11.9,13.94,15.81,2.09,OUI,OUI,OUI,NON,NON,NON,OUI,🟢 STRAT3: Phase 2 precoce,34.69,36.83,40.03,18.7359,6.2453,60.04,125.0,82.06,262.5,48.04,43.23,37.63,37.63,45.0,387.5,8.61
PAYC,230.41,232.79,104.33,168.56,189.63,147.49,98.2,36.7,182.61,26.2,17.86,24.34,10.27,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,177.13,188.08,,,,,,,,,,,,,,
PAYX,126.04,135.23,83.5,109.36,123.04,95.69,82.2,15.3,117.61,7.2,5.45,6.84,3.15,OUI,OUI,OUI,NON,NON,NON,OUI,🟢 STRAT3: Phase 2 precoce,114.08,121.14,126.04,5.9505,1.9835,189.06,125.0,258.38,262.5,151.25,136.12,118.48,118.48,45.0,387.5,8.61
PB,73.14,75.87,59.52,67.69,76.15,59.23,83.3,8.1,73.75,-0.8,0.8,2.86,1.11,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,71.53,75.96,,,,,,,,,,,,,,
PBF,69.43,75.68,21.64,48.66,54.74,42.58,88.4,42.7,66.5,4.4,12.48,17.67,4.11,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,64.5,68.49,,,,,,,,,,,,,,
PBH,51.8,71.07,42.62,56.84,63.95,49.74,32.3,-8.9,51.04,1.5,1.85,7.69,1.88,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,49.51,52.57,,,,,,,,,,,,,,
PBR,18.59,22.07,11.28,16.67,18.76,14.59,67.8,11.5,18.4,1.0,3.03,7.18,0.52,OUI,OUI,NON,OUI,OUI,NON,OUI,🟢 STRAT1: Zone mediane,17.85,18.95,18.59,40.3443,13.4481,27.88,125.0,38.11,262.5,22.31,20.08,17.47,17.47,45.0,387.5,8.61
PCAR,129.38,138.87,90.03,114.45,128.76,100.14,80.6,13.0,130.26,-0.7,2.04,4.39,2.95,OUI,NON,OUI,NON,NON,NON,NON,🔴 Rejet,126.36,134.17,,,,,,,,,,,,,,
PCG,18.09,19.05,14.19,16.62,18.7,14.54,80.3,8.8,17.56,3.0,1.19,7.01,0.54,OUI,OUI,NON,OUI,OUI,NON,OUI,🟢 STRAT1: Zone mediane,17.03,18.08,18.09,41.4594,13.8198,27.14,125.0,37.08,262.5,21.71,19.54,17.0,17.0,45.0,387.5,8.61
PCOR,62.54,82.32,38.03,60.17,67.69,52.65,55.3,3.9,53.17,17.6,12.52,10.87,2.52,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,51.57,54.76,,,,,,,,,,,,,,
PCTY,152.8,182.83,92.99,137.91,155.15,120.67,66.6,10.8,139.2,9.8,9.1,8.51,5.4,OUI,OUI,NON,OUI,OUI,NON,OUI,🟢 STRAT1: Zone mediane,135.02,143.37,152.8,4.9084,1.6361,229.2,125.0,313.24,262.5,183.36,165.02,143.63,143.63,45.0,387.5,8.61
PCVX,61.94,65.0,29.87,47.44,53.36,41.51,91.3,30.6,57.42,7.9,1.37,10.05,2.38,OUI,OUI,OUI,NON,NON,NON,NON,🟡 Chasing - attendre pullback,55.7,59.14,,,,,,,,,,,,,,
PD,12.36,17.29,5.7,11.5,12.93,10.06,57.5,7.5,10.96,12.8,6.07,10.51,0.51,OUI,OUI,NON,OUI,OUI,NON,NON,🟢 STRAT1: Zone mediane,10.63,11.29,12.36,60.6796,20.2265,18.54,125.0,25.34,262.5,14.83,13.35,11.62,11.62,45.0,387.5,8.61
PDD,87.33,139.41,71.94,105.68,118.88,92.47,22.8,-17.4,87.39,-0.1,2.1,8.27,2.57,NON,NON,NON,NON,NON,NON,NON,🔴 Rejet,84.77,90.01,,,,,,,,,,,,,,
PECO,39.54,44.26,31.96,38.11,42.87,33.34,61.7,3.8,41.52,-4.8,-1.52,3.63,0.71,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,40.28,42.77,,,,,,,,,,,,,,
PEG,73.25,86.18,72.54,79.36,89.28,69.44,5.2,-7.7,76.9,-4.7,-2.57,3.88,1.22,NON,NON,NON,OUI,NON,NON,NON,🔴 Rejet,74.59,79.2,,,,,,,,,,,,,,
PEGA,34.48,67.78,25.04,46.41,52.21,40.6,22.1,-25.7,31.29,10.2,1.93,11.46,1.3,NON,OUI,NON,NON,NON,NON,NON,🔴 Rejet,30.35,32.23,,,,,,,,,,,,,,
PEN,323.64,362.41,221.26,291.83,328.31,255.36,72.5,10.9,322.13,0.5,0.87,1.74,2.09,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,312.47,331.8,,,,,,,,,,,,,,
PENG,51.01,89.86,16.04,52.95,59.57,46.33,47.4,-3.7,57.14,-10.7,-8.05,17.41,4.11,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,55.42,58.85,,,,,,,,,,,,,,
PENN,18.28,22.36,11.65,17.01,19.13,14.88,61.9,7.5,19.91,-8.2,-3.82,8.45,0.68,OUI,NON,NON,OUI,NON,NON,NON,🔴 Rejet,19.32,20.51,,,,,,,,,,,,,,
PEP,144.61,168.19,133.4,150.8,169.65,131.95,32.2,-4.1,139.11,4.0,0.14,3.62,2.33,NON,OUI,NON,OUI,NON,NON,NON,🔴 Rejet,134.94,143.29,,,,,,,,,,,,,,
PFE,28.05,28.44,22.03,25.24,28.39,22.08,93.8,11.1,25.8,8.7,4.81,5.64,0.61,OUI,OUI,NON,OUI,OUI,NON,NON,🟢 STRAT1: Zone mediane,25.02,26.57,28.05,26.738,8.9127,42.08,125.0,57.5,262.5,33.66,30.29,26.37,26.37,45.0,387.5,8.61
PFG,111.34,116.61,75.8,96.21,108.23,84.18,87.1,15.7,112.66,-1.2,0.49,3.14,2.07,OUI,NON,OUI,NON,NON,NON,NON,🔴 Rejet,109.28,116.04,,,,,,,,,,,,,,
